id,name,age,email,start_date,end_date,source_system,record_type,region
5602,Person 5602,78,user5602@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5603,Person 5603,85,user5603@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5604,Person 5604,43,user5604@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5605,Person 5605,61,user5605@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5606,Person 5606,70,user5606@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5607,Person 5607,,user5607@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5608,Person 5608,547,user5608@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5609,Person 5609,58,user5609@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5610,Person 5610,36,user5610@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5611,Person 5611,45,user5611@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5612,Person 5612,88,user5612@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5613,Person 5613,41,user5613@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5614,Person 5614,26,user5614@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5615,Person 5615,78,user5615@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5616,Person 5616,-33,user5616@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5617,Person 5617,68,user5617@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5618,Person 5618,63,user5618@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5619,Person 5619,58,user5619@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5620,Person 5620,32,user5620@example.com,2024-06-01,2024-01-01,MODERN,STREAM,EU
5621,Person 5621,34,user5621@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5622,Person 5622,75,user5622@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5623,Person 5623,83,user5623@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5624,Person 5624,87,user5624@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5625,Person 5625,22,user5625@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5626,Person 5626,67,user5626@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5627,Person 5627,51,user5627@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5628,Person 5628,71,user5628@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5629,Person 5629,51,user5629@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5630,Person 5630,35,user5630@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5631,Person 5631,41,user5631@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5632,Person 5632,41,user5632@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5633,Person 5633,68,user5633@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5634,Person 5634,53,user5634@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5635,Person 5635,48,user5635@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5636,Person 5636,29,user5636@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5637,Person 5637,61,user5637@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5638,Person 5638,47,user5638@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5639,Person 5639,63,user5639@example.com,2024-06-01,2024-01-01,MODERN,STREAM,APAC
5640,Person 5640,-36,user5640@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5641,Person 5641,70,user5641@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5642,Person 5642,80,user5642@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5643,Person 5643,35,user5643@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5644,Person 5644,537,user5644@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5645,Person 5645,60,user5645@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5646,Person 5646,55,user5646@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5647,Person 5647,40,user5647@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5648,Person 5648,91,user5648@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5649,Person 5649,18,user5649@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5650,Person 5650,25,user5650@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5651,Person 5651,20,user5651@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5652,Person 5652,47,user5652-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5653,Person 5653,44,user5653@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5654,Person 5654,50,user5654@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5655,Person 5655,39,user5655@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5656,Person 5656,73,user5656@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5657,Person 5657,,user5657@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5658,Person 5658,86,user5658@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5659,Person 5659,87,user5659@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5660,Person 5660,82,user5660@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5661,Person 5661,39,user5661@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5662,Person 5662,54,user5662@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5663,Person 5663,60,user5663@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5664,Person 5664,75,user5664@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5665,Person 5665,81,user5665@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5666,Person 5666,89,user5666@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5667,Person 5667,,user5667@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5668,Person 5668,48,user5668@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5669,Person 5669,46,user5669@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5670,Person 5670,42,user5670-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5671,Person 5671,,user5671@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5672,Person 5672,,user5672@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5673,Person 5673,88,user5673@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5674,Person 5674,68,user5674@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5675,Person 5675,24,user5675@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5676,Person 5676,68,user5676@example.com,2024-06-01,2024-01-01,MODERN,STREAM,EU
5677,Person 5677,83,user5677@example.com,2024-06-01,2024-01-01,LEGACY_A,BATCH,US
5678,Person 5678,51,user5678-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5679,Person 5679,31,user5679@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5680,Person 5680,27,user5680@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5681,Person 5681,36,user5681@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5682,Person 5682,29,user5682@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5683,Person 5683,23,user5683@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5684,Person 5684,,user5684@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5685,Person 5685,44,user5685@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5686,Person 5686,80,user5686@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5687,Person 5687,70,user5687@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5688,Person 5688,59,user5688-example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5689,Person 5689,50,user5689@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5690,Person 5690,91,user5690@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5691,Person 5691,81,user5691@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5692,Person 5692,24,user5692@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5693,Person 5693,805,user5693@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5694,Person 5694,29,user5694@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5695,Person 5695,71,user5695@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5696,Person 5696,87,user5696@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5697,Person 5697,89,user5697@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5698,Person 5698,21,user5698@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5699,Person 5699,21,user5699@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5700,Person 5700,71,user5700@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5701,Person 5701,40,user5701@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5702,Person 5702,32,user5702@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5703,Person 5703,61,user5703@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5704,Person 5704,46,user5704@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5705,Person 5705,608,user5705@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5706,Person 5706,35,user5706@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5707,Person 5707,,user5707@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5708,Person 5708,68,user5708@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5709,Person 5709,63,user5709@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5710,Person 5710,35,user5710@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5711,Person 5711,43,user5711-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5712,Person 5712,90,user5712@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5713,Person 5713,393,user5713@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5714,Person 5714,39,user5714@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5715,Person 5715,63,user5715@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5716,Person 5716,69,user5716@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5717,Person 5717,63,user5717@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5718,Person 5718,87,user5718@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5719,Person 5719,49,user5719@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5720,Person 5720,30,user5720@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5721,Person 5721,48,user5721@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5722,Person 5722,79,user5722@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5723,Person 5723,50,user5723@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5724,Person 5724,,user5724@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5725,Person 5725,61,user5725@example.com,2024-06-01,2024-01-01,LEGACY_A,BATCH,US
5726,Person 5726,43,user5726@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5727,Person 5727,52,user5727@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5728,Person 5728,32,user5728@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5729,Person 5729,50,user5729@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5730,Person 5730,60,user5730@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5731,Person 5731,84,user5731@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5732,Person 5732,64,user5732@example.com,2024-06-01,2024-01-01,MODERN,STREAM,EU
5733,Person 5733,84,user5733@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5734,Person 5734,44,user5734@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5735,Person 5735,20,user5735@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5736,Person 5736,45,user5736@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5737,Person 5737,20,user5737@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5738,Person 5738,40,user5738@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5739,Person 5739,41,user5739@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5740,Person 5740,-27,user5740@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5741,Person 5741,69,user5741@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5742,Person 5742,53,user5742@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5743,Person 5743,64,user5743@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5744,Person 5744,20,user5744@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5745,Person 5745,72,user5745@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5746,Person 5746,43,user5746@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5747,Person 5747,68,user5747@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5748,Person 5748,70,user5748@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5749,Person 5749,80,user5749@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5750,Person 5750,86,user5750@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5751,Person 5751,47,user5751@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5752,Person 5752,30,user5752@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5753,Person 5753,34,user5753@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5754,Person 5754,53,user5754@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5755,Person 5755,87,user5755@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5756,Person 5756,45,user5756@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5757,Person 5757,-31,user5757@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5758,Person 5758,63,user5758@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5759,Person 5759,25,user5759@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5760,Person 5760,90,user5760@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5761,Person 5761,35,user5761@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5762,Person 5762,67,user5762@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5763,Person 5763,43,user5763@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5764,Person 5764,-2,user5764@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5765,Person 5765,53,user5765@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5766,Person 5766,50,user5766@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5767,Person 5767,81,user5767@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5768,Person 5768,-10,user5768@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5769,Person 5769,61,user5769@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5770,Person 5770,76,user5770@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5771,Person 5771,73,user5771@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5772,Person 5772,515,user5772@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5773,Person 5773,40,user5773-example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5774,Person 5774,75,user5774@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5775,Person 5775,47,user5775@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5776,Person 5776,80,user5776@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5777,Person 5777,49,user5777@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5778,Person 5778,48,user5778@example.com,2024-06-01,2024-01-01,LEGACY_A,BATCH,UK
5779,Person 5779,30,user5779@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5780,Person 5780,34,user5780@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5781,Person 5781,59,user5781@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5782,Person 5782,68,user5782@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5783,Person 5783,42,user5783@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5784,Person 5784,55,user5784@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5785,Person 5785,55,user5785@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5786,Person 5786,58,user5786@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5787,Person 5787,964,user5787@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5788,Person 5788,756,user5788@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5789,Person 5789,997,user5789@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5790,Person 5790,87,user5790@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5791,Person 5791,86,user5791@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5792,Person 5792,56,user5792@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5793,Person 5793,208,user5793@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5794,Person 5794,58,user5794@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5795,Person 5795,36,user5795-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5796,Person 5796,,user5796@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5797,Person 5797,83,user5797@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5798,Person 5798,88,user5798@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5799,Person 5799,76,user5799-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5800,Person 5800,38,user5800@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5801,Person 5801,63,user5801@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5802,Person 5802,80,user5802@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5803,Person 5803,39,user5803@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5804,Person 5804,26,user5804-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5805,Person 5805,56,user5805@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5806,Person 5806,28,user5806@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5807,Person 5807,34,user5807@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5808,Person 5808,80,user5808@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5809,Person 5809,35,user5809@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5810,Person 5810,22,user5810-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5811,Person 5811,52,user5811@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5812,Person 5812,39,user5812@example.com,2024-06-01,2024-01-01,MODERN,STREAM,EU
5813,Person 5813,82,user5813@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5814,Person 5814,21,user5814@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5815,Person 5815,24,user5815@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5816,Person 5816,26,user5816@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5817,Person 5817,31,user5817@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5818,Person 5818,72,user5818@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5819,Person 5819,-32,user5819@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5820,Person 5820,905,user5820@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5821,Person 5821,63,user5821@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5822,Person 5822,66,user5822@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5823,Person 5823,84,user5823@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5824,Person 5824,21,user5824@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5825,Person 5825,58,user5825@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5826,Person 5826,67,user5826@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5827,Person 5827,35,user5827@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5828,Person 5828,693,user5828@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5829,Person 5829,31,user5829@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5830,Person 5830,45,user5830@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5831,Person 5831,54,user5831@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5832,Person 5832,84,user5832@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5833,Person 5833,48,user5833@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5834,Person 5834,69,user5834@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5835,Person 5835,20,user5835@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5836,Person 5836,-8,user5836@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5837,Person 5837,89,user5837@example.com,2024-06-01,2024-01-01,LEGACY_A,BATCH,US
5838,Person 5838,856,user5838@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5839,Person 5839,22,user5839@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5840,Person 5840,19,user5840@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5841,Person 5841,78,user5841@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5842,Person 5842,20,user5842@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5843,Person 5843,31,user5843@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5844,Person 5844,54,user5844@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5845,Person 5845,72,user5845@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5846,Person 5846,25,user5846@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5847,Person 5847,55,user5847@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5848,Person 5848,41,user5848@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5849,Person 5849,53,user5849@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5850,Person 5850,22,user5850@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5851,Person 5851,51,user5851@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5852,Person 5852,71,user5852@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5853,Person 5853,80,user5853@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5854,Person 5854,87,user5854@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5855,Person 5855,79,user5855@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5856,Person 5856,49,user5856@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5857,Person 5857,42,user5857@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5858,Person 5858,73,user5858@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5859,Person 5859,43,user5859@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5860,Person 5860,50,user5860@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5861,Person 5861,21,user5861@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5862,Person 5862,72,user5862@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5863,Person 5863,60,user5863@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5864,Person 5864,43,user5864@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5865,Person 5865,993,user5865@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5866,Person 5866,35,user5866@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5867,Person 5867,64,user5867@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5868,Person 5868,37,user5868-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5869,Person 5869,73,user5869@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5870,Person 5870,65,user5870@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5871,Person 5871,74,user5871@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5872,Person 5872,19,user5872@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5873,Person 5873,79,user5873@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5874,Person 5874,24,user5874@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5875,Person 5875,44,user5875@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5876,Person 5876,,user5876@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5877,Person 5877,72,user5877@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5878,Person 5878,272,user5878@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5879,Person 5879,44,user5879@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5880,Person 5880,-16,user5880@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5881,Person 5881,75,user5881@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5882,Person 5882,28,user5882@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5883,Person 5883,35,user5883@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5884,Person 5884,84,user5884@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5885,Person 5885,26,user5885@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5886,Person 5886,36,user5886@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5887,Person 5887,72,user5887@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5888,Person 5888,24,user5888@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5889,Person 5889,79,user5889@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5890,Person 5890,42,user5890@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5891,Person 5891,37,user5891@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5892,Person 5892,27,user5892@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5893,Person 5893,42,user5893@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5894,Person 5894,39,user5894@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5895,Person 5895,48,user5895@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5896,Person 5896,60,user5896@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5897,Person 5897,80,user5897@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5898,Person 5898,78,user5898@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5899,Person 5899,55,user5899@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5900,Person 5900,42,user5900@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5901,Person 5901,32,user5901@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5902,Person 5902,38,user5902@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
